O00159-3	R-HSA-5250924	B-WICH complex positively regulates rRNA expression
Q13509	R-HSA-190840	Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane
Q13509	R-HSA-190861	Gap junction assembly
Q13509	R-HSA-2132295	MHC class II antigen presentation
Q13509	R-HSA-2467813	Separation of Sister Chromatids
Q13509	R-HSA-2500257	Resolution of Sister Chromatid Cohesion
Q13509	R-HSA-3371497	HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand
Q13509	R-HSA-380320	Recruitment of NuMA to mitotic centrosomes
Q13509	R-HSA-389957	Prefoldin mediated transfer of substrate  to CCT/TriC
Q13509	R-HSA-389960	Formation of tubulin folding intermediates by CCT/TriC
Q13509	R-HSA-389977	Post-chaperonin tubulin folding pathway
Q13509	R-HSA-437239	Recycling pathway of L1
Q13509	R-HSA-5610787	Hedgehog 'off' state
Q13509	R-HSA-5617833	Cilium Assembly
Q13509	R-HSA-5620924	Intraflagellar transport
Q13509	R-HSA-5626467	RHO GTPases activate IQGAPs
Q13509	R-HSA-5663220	RHO GTPases Activate Formins
Q13509	R-HSA-6807878	COPI-mediated anterograde transport
Q13509	R-HSA-6811434	COPI-dependent Golgi-to-ER retrograde traffic
Q13509	R-HSA-6811436	COPI-independent Golgi-to-ER retrograde traffic
Q13509	R-HSA-68877	Mitotic Prometaphase
Q13509	R-HSA-8852276	The role of GTSE1 in G2/M progression after G2 checkpoint
Q13509	R-HSA-8955332	Carboxyterminal post-translational modifications of tubulin
Q13509	R-HSA-9609690	HCMV Early Events
Q13509	R-HSA-9609736	Assembly and cell surface presentation of NMDA receptors
Q13509	R-HSA-9619483	Activation of AMPK downstream of NMDARs
Q13509	R-HSA-9646399	Aggrephagy
Q13509	R-HSA-9648025	EML4 and NUDC in mitotic spindle formation
Q13509	R-HSA-9668328	Sealing of the nuclear envelope (NE) by ESCRT-III
Q13509	R-HSA-983189	Kinesins
Q13509	R-HSA-9833482	PKR-mediated signaling
Q13510	R-HSA-6798695	Neutrophil degranulation
Q13510	R-HSA-9840310	Glycosphingolipid catabolism
Q13510	R-HSA-9857377	Regulation of MITF-M-dependent genes involved in lysosome biogenesis and autophagy
Q13519	R-HSA-375276	Peptide ligand-binding receptors
Q13519	R-HSA-418594	G alpha (i) signalling events
Q13520	R-HSA-432047	Passive transport by Aquaporins
Q13523	R-HSA-72163	mRNA Splicing - Major Pathway
Q13526	R-HSA-1169408	ISG15 antiviral mechanism
Q13526	R-HSA-5668599	RHO GTPases Activate NADPH Oxidases
Q13526	R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation
Q13526	R-HSA-6811555	PI5P Regulates TP53 Acetylation
Q13526	R-HSA-936440	Negative regulators of DDX58/IFIH1 signaling
Q13530	R-HSA-977347	Serine metabolism
Q13535	R-HSA-1221632	Meiotic synapsis
Q13535	R-HSA-176187	Activation of ATR in response to replication stress
Q13535	R-HSA-3371453	Regulation of HSF1-mediated heat shock response
Q13535	R-HSA-5685938	HDR through Single Strand Annealing (SSA)
Q13535	R-HSA-5693607	Processing of DNA double-strand break ends
Q13535	R-HSA-5693616	Presynaptic phase of homologous DNA pairing and strand exchange
Q13535	R-HSA-6783310	Fanconi Anemia Pathway
Q13535	R-HSA-6796648	TP53 Regulates Transcription of DNA Repair Genes
Q13535	R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation
Q13535	R-HSA-69473	G2/M DNA damage checkpoint
Q13535	R-HSA-9709570	Impaired BRCA2 binding to RAD51
Q13541	R-HSA-166208	mTORC1-mediated signalling
Q13541	R-HSA-72662	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S
Q13546	R-HSA-140534	Caspase activation via Death Receptors in the presence of ligand
Q13546	R-HSA-168927	TICAM1, RIP1-mediated IKK complex recruitment
Q13546	R-HSA-1810476	RIP-mediated NFkB activation via ZBP1
Q13546	R-HSA-2562578	TRIF-mediated programmed cell death
Q13546	R-HSA-3295583	TRP channels
Q13546	R-HSA-3371378	Regulation by c-FLIP
Q13546	R-HSA-5213460	RIPK1-mediated regulated necrosis
Q13546	R-HSA-5218900	CASP8 activity is inhibited
Q13546	R-HSA-5357786	TNFR1-induced proapoptotic signaling
Q13546	R-HSA-5357905	Regulation of TNFR1 signaling
Q13546	R-HSA-5357956	TNFR1-induced NF-kappa-B signaling pathway
Q13546	R-HSA-5675482	Regulation of necroptotic cell death
Q13546	R-HSA-5689880	Ub-specific processing proteases
Q13546	R-HSA-5689896	Ovarian tumor domain proteases
Q13546	R-HSA-69416	Dimerization of procaspase-8
Q13546	R-HSA-75893	TNF signaling
Q13546	R-HSA-9013957	TLR3-mediated TICAM1-dependent programmed cell death
Q13546	R-HSA-933543	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10
Q13546	R-HSA-937041	IKK complex recruitment mediated by RIP1
Q13546	R-HSA-9679191	Potential therapeutics for SARS
Q13546	R-HSA-9686347	Microbial modulation of RIPK1-mediated regulated necrosis
Q13546	R-HSA-9692913	SARS-CoV-1-mediated effects on programmed cell death
Q13546	R-HSA-9693928	Defective RIPK1-mediated regulated necrosis
Q13547	R-HSA-1362277	Transcription of E2F targets under negative control by DREAM complex
Q13547	R-HSA-1362300	Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1
Q13547	R-HSA-1538133	G0 and Early G1
Q13547	R-HSA-193670	p75NTR negatively regulates cell cycle via SC1
Q13547	R-HSA-201722	Formation of the beta-catenin:TCF transactivating complex
Q13547	R-HSA-2122947	NOTCH1 Intracellular Domain Regulates Transcription
Q13547	R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity
Q13547	R-HSA-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription
Q13547	R-HSA-2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants
Q13547	R-HSA-2894862	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
Q13547	R-HSA-3214815	HDACs deacetylate histones
Q13547	R-HSA-350054	Notch-HLH transcription pathway
Q13547	R-HSA-3769402	Deactivation of the beta-catenin transactivating complex
Q13547	R-HSA-427389	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression
Q13547	R-HSA-427413	NoRC negatively regulates rRNA expression
Q13547	R-HSA-4551638	SUMOylation of chromatin organization proteins
Q13547	R-HSA-4641265	Repression of WNT target genes
Q13547	R-HSA-6804758	Regulation of TP53 Activity through Acetylation
Q13547	R-HSA-69205	G1/S-Specific Transcription
Q13547	R-HSA-73762	RNA Polymerase I Transcription Initiation
Q13547	R-HSA-8936459	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function
Q13547	R-HSA-8943724	Regulation of PTEN gene transcription
Q13547	R-HSA-9018519	Estrogen-dependent gene expression
Q13547	R-HSA-9022538	Loss of MECP2 binding ability to 5mC-DNA
Q13547	R-HSA-9022692	Regulation of MECP2 expression and activity
Q13547	R-HSA-9022699	MECP2 regulates neuronal receptors and channels
Q13547	R-HSA-9022702	MECP2 regulates transcription of neuronal ligands
Q13547	R-HSA-9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes
Q13547	R-HSA-9679191	Potential therapeutics for SARS
Q13547	R-HSA-9701898	STAT3 nuclear events downstream of ALK signaling
Q13547	R-HSA-9725371	Nuclear events stimulated by ALK signaling in cancer
Q13547	R-HSA-9824594	Regulation of MITF-M-dependent genes involved in apoptosis
Q13547	R-HSA-9825892	Regulation of MITF-M-dependent genes involved in cell cycle and proliferation
Q13547	R-HSA-983231	Factors involved in megakaryocyte development and platelet production
Q13547	R-HSA-9843940	Regulation of endogenous retroelements by KRAB-ZFP proteins
Q13547	R-HSA-9844594	Transcriptional regulation of brown and beige adipocyte differentiation by EBF2
Q13547	R-HSA-9845323	Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs)
Q13547	R-HSA-9856649	Transcriptional and post-translational regulation of MITF-M expression and activity
Q13554	R-HSA-111932	CaMK IV-mediated phosphorylation of CREB
Q13554	R-HSA-3371571	HSF1-dependent transactivation
Q13554	R-HSA-399719	Trafficking of AMPA receptors
Q13554	R-HSA-438066	Unblocking of NMDA receptors, glutamate binding and activation
Q13554	R-HSA-442729	CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde
Q13554	R-HSA-442982	Ras activation upon Ca2+ influx through NMDA receptor
Q13554	R-HSA-5576892	Phase 0 - rapid depolarisation
Q13554	R-HSA-5578775	Ion homeostasis
Q13554	R-HSA-5673000	RAF activation
Q13554	R-HSA-5673001	RAF/MAP kinase cascade
Q13554	R-HSA-6802946	Signaling by moderate kinase activity BRAF mutants
Q13554	R-HSA-6802952	Signaling by BRAF and RAF1 fusions
Q13554	R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF
Q13554	R-HSA-877300	Interferon gamma signaling
Q13554	R-HSA-9022692	Regulation of MECP2 expression and activity
Q13554	R-HSA-936837	Ion transport by P-type ATPases
Q13554	R-HSA-9609736	Assembly and cell surface presentation of NMDA receptors
Q13554	R-HSA-9617324	Negative regulation of NMDA receptor-mediated neuronal transmission
Q13554	R-HSA-9620244	Long-term potentiation
Q13554	R-HSA-9649948	Signaling downstream of RAS mutants
Q13554	R-HSA-9656223	Signaling by RAF1 mutants
Q13555	R-HSA-111932	CaMK IV-mediated phosphorylation of CREB
Q13555	R-HSA-3371571	HSF1-dependent transactivation
Q13555	R-HSA-399719	Trafficking of AMPA receptors
Q13555	R-HSA-438066	Unblocking of NMDA receptors, glutamate binding and activation
Q13555	R-HSA-442729	CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde
Q13555	R-HSA-442982	Ras activation upon Ca2+ influx through NMDA receptor
Q13555	R-HSA-5576892	Phase 0 - rapid depolarisation
Q13555	R-HSA-5578775	Ion homeostasis
Q13555	R-HSA-5673000	RAF activation
Q13555	R-HSA-5673001	RAF/MAP kinase cascade
Q13555	R-HSA-6802946	Signaling by moderate kinase activity BRAF mutants
Q13555	R-HSA-6802952	Signaling by BRAF and RAF1 fusions
Q13555	R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF
Q13555	R-HSA-877300	Interferon gamma signaling
Q13555	R-HSA-9022692	Regulation of MECP2 expression and activity
Q13555	R-HSA-936837	Ion transport by P-type ATPases
Q13555	R-HSA-9609736	Assembly and cell surface presentation of NMDA receptors
Q13555	R-HSA-9617324	Negative regulation of NMDA receptor-mediated neuronal transmission
Q13555	R-HSA-9620244	Long-term potentiation
Q13555	R-HSA-9649948	Signaling downstream of RAS mutants
Q13555	R-HSA-9656223	Signaling by RAF1 mutants
Q13557	R-HSA-111932	CaMK IV-mediated phosphorylation of CREB
Q13557	R-HSA-3371571	HSF1-dependent transactivation
Q13557	R-HSA-399719	Trafficking of AMPA receptors
Q13557	R-HSA-438066	Unblocking of NMDA receptors, glutamate binding and activation
Q13557	R-HSA-442982	Ras activation upon Ca2+ influx through NMDA receptor
Q13557	R-HSA-5576892	Phase 0 - rapid depolarisation
Q13557	R-HSA-5578775	Ion homeostasis
Q13557	R-HSA-5673000	RAF activation
Q13557	R-HSA-5673001	RAF/MAP kinase cascade
Q13557	R-HSA-6802946	Signaling by moderate kinase activity BRAF mutants
Q13557	R-HSA-6802952	Signaling by BRAF and RAF1 fusions
Q13557	R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF
Q13557	R-HSA-877300	Interferon gamma signaling
Q13557	R-HSA-9022692	Regulation of MECP2 expression and activity
Q13557	R-HSA-936837	Ion transport by P-type ATPases
Q13557	R-HSA-9609736	Assembly and cell surface presentation of NMDA receptors
Q13557	R-HSA-9617324	Negative regulation of NMDA receptor-mediated neuronal transmission
Q13557	R-HSA-9620244	Long-term potentiation
Q13557	R-HSA-9649948	Signaling downstream of RAS mutants
Q13557	R-HSA-9656223	Signaling by RAF1 mutants
Q13561	R-HSA-2132295	MHC class II antigen presentation
Q13561	R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition
Q13561	R-HSA-3371497	HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand
Q13561	R-HSA-380259	Loss of Nlp from mitotic centrosomes
Q13561	R-HSA-380270	Recruitment of mitotic centrosome proteins and complexes
Q13561	R-HSA-380284	Loss of proteins required for interphase microtubule organization from the centrosome
Q13561	R-HSA-380320	Recruitment of NuMA to mitotic centrosomes
Q13561	R-HSA-5620912	Anchoring of the basal body to the plasma membrane
Q13561	R-HSA-6807878	COPI-mediated anterograde transport
Q13561	R-HSA-6811436	COPI-independent Golgi-to-ER retrograde traffic
Q13561	R-HSA-8854518	AURKA Activation by TPX2
Q13562	R-HSA-210745	Regulation of gene expression in beta cells
Q13562	R-HSA-210746	Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells
Q13563	R-HSA-5620916	VxPx cargo-targeting to cilium
Q13564	R-HSA-8951664	Neddylation
Q13568	R-HSA-877300	Interferon gamma signaling
Q13568	R-HSA-909733	Interferon alpha/beta signaling
Q13568	R-HSA-9860276	SLC15A4:TASL-dependent IRF5 activation
Q13569	R-HSA-110328	Recognition and association of DNA glycosylase with site containing an affected pyrimidine
Q13569	R-HSA-110329	Cleavage of the damaged pyrimidine 
Q13569	R-HSA-110357	Displacement of DNA glycosylase by APEX1
Q13569	R-HSA-3108214	SUMOylation of DNA damage response and repair proteins
Q13569	R-HSA-5221030	TET1,2,3 and TDG demethylate DNA
Q13572	R-HSA-1855167	Synthesis of pyrophosphates in the cytosol
Q13572	R-HSA-1855204	Synthesis of IP3 and IP4 in the cytosol
Q13572	R-HSA-983231	Factors involved in megakaryocyte development and platelet production
Q13573	R-HSA-1912408	Pre-NOTCH Transcription and Translation
Q13573	R-HSA-210744	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells
Q13573	R-HSA-2122947	NOTCH1 Intracellular Domain Regulates Transcription
Q13573	R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity
Q13573	R-HSA-2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants
Q13573	R-HSA-2894862	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
Q13573	R-HSA-350054	Notch-HLH transcription pathway
Q13573	R-HSA-72163	mRNA Splicing - Major Pathway
Q13573	R-HSA-8941856	RUNX3 regulates NOTCH signaling
Q13573	R-HSA-9013508	NOTCH3 Intracellular Domain Regulates Transcription
Q13573	R-HSA-9013695	NOTCH4 Intracellular Domain Regulates Transcription
Q13573	R-HSA-9793380	Formation of paraxial mesoderm
Q13574	R-HSA-114508	Effects of PIP2 hydrolysis
Q13576	R-HSA-5626467	RHO GTPases activate IQGAPs
Q13576	R-HSA-6798695	Neutrophil degranulation
Q13576	R-HSA-9013148	CDC42 GTPase cycle
Q13576	R-HSA-9013149	RAC1 GTPase cycle
Q13576	R-HSA-9013408	RHOG GTPase cycle
Q13586	R-HSA-139853	Elevation of cytosolic Ca2+ levels
Q13586	R-HSA-5578775	Ion homeostasis
Q13586	R-HSA-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers
Q13588	R-HSA-1433557	Signaling by SCF-KIT
Q13591	R-HSA-416700	Other semaphorin interactions
Q13591	R-HSA-5083635	Defective B3GALTL causes PpS
Q13591	R-HSA-5173214	O-glycosylation of TSR domain-containing proteins
Q13601	R-HSA-6790901	rRNA modification in the nucleus and cytosol
Q13601	R-HSA-6791226	Major pathway of rRNA processing in the nucleolus and cytosol
Q13606	R-HSA-9752946	Expression and translocation of olfactory receptors
Q13607	R-HSA-381753	Olfactory Signaling Pathway
Q13607	R-HSA-9752946	Expression and translocation of olfactory receptors
Q13608	R-HSA-9033241	Peroxisomal protein import
Q13613	R-HSA-1660499	Synthesis of PIPs at the plasma membrane
Q13613	R-HSA-9035034	RHOF GTPase cycle
Q13614	R-HSA-1483248	Synthesis of PIPs at the ER membrane
Q13614	R-HSA-1660499	Synthesis of PIPs at the plasma membrane
Q13614	R-HSA-1660516	Synthesis of PIPs at the early endosome membrane
Q13614	R-HSA-1660517	Synthesis of PIPs at the late endosome membrane
Q13615	R-HSA-1632852	Macroautophagy
Q13615	R-HSA-1660499	Synthesis of PIPs at the plasma membrane
Q13616	R-HSA-1169091	Activation of NF-kappaB in B cells
Q13616	R-HSA-1170546	Prolactin receptor signaling
Q13616	R-HSA-174113	SCF-beta-TrCP mediated degradation of Emi1
Q13616	R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21
Q13616	R-HSA-195253	Degradation of beta-catenin by the destruction complex
Q13616	R-HSA-202424	Downstream TCR signaling
Q13616	R-HSA-2122947	NOTCH1 Intracellular Domain Regulates Transcription
Q13616	R-HSA-2565942	Regulation of PLK1 Activity at G2/M Transition
Q13616	R-HSA-2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants
Q13616	R-HSA-2644607	Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling
Q13616	R-HSA-2871837	FCERI mediated NF-kB activation
Q13616	R-HSA-2894862	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
Q13616	R-HSA-5607761	Dectin-1 mediated noncanonical NF-kB signaling
Q13616	R-HSA-5607764	CLEC7A (Dectin-1) signaling
Q13616	R-HSA-5610780	Degradation of GLI1 by the proteasome
Q13616	R-HSA-5610783	Degradation of GLI2 by the proteasome
Q13616	R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome
Q13616	R-HSA-5676590	NIK-->noncanonical NF-kB signaling
Q13616	R-HSA-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation
Q13616	R-HSA-68949	Orc1 removal from chromatin
Q13616	R-HSA-69231	Cyclin D associated events in G1
Q13616	R-HSA-8854050	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis
Q13616	R-HSA-8939902	Regulation of RUNX2 expression and activity
Q13616	R-HSA-8951664	Neddylation
Q13616	R-HSA-9020702	Interleukin-1 signaling
Q13616	R-HSA-917937	Iron uptake and transport
Q13616	R-HSA-9604323	Negative regulation of NOTCH4 signaling
Q13616	R-HSA-9708530	Regulation of BACH1 activity
Q13616	R-HSA-9725371	Nuclear events stimulated by ALK signaling in cancer
Q13616	R-HSA-9762114	GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2
Q13616	R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation
Q13616	R-HSA-9932298	Degradation of CRY and PER proteins
Q13617	R-HSA-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha
Q13617	R-HSA-8951664	Neddylation
Q13617	R-HSA-9010553	Regulation of expression of SLITs and ROBOs
Q13617	R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation
Q13618	R-HSA-4641258	Degradation of DVL
Q13618	R-HSA-5632684	Hedgehog 'on' state
Q13618	R-HSA-5658442	Regulation of RAS by GAPs
Q13618	R-HSA-8951664	Neddylation
Q13618	R-HSA-9013418	RHOBTB2 GTPase cycle
Q13618	R-HSA-9013422	RHOBTB1 GTPase cycle
Q13618	R-HSA-9679191	Potential therapeutics for SARS
Q13618	R-HSA-9706019	RHOBTB3 ATPase cycle
Q13618	R-HSA-9755511	KEAP1-NFE2L2 pathway
Q13618	R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation
Q13619	R-HSA-110314	Recognition of DNA damage by PCNA-containing replication complex
Q13619	R-HSA-5696394	DNA Damage Recognition in GG-NER
Q13619	R-HSA-5696395	Formation of Incision Complex in GG-NER
Q13619	R-HSA-5696400	Dual Incision in GG-NER
Q13619	R-HSA-6781823	Formation of TC-NER Pre-Incision Complex
Q13619	R-HSA-6781827	Transcription-Coupled Nucleotide Excision Repair (TC-NER)
Q13619	R-HSA-6782135	Dual incision in TC-NER
Q13619	R-HSA-6782210	Gap-filling DNA repair synthesis and ligation in TC-NER
Q13619	R-HSA-8951664	Neddylation
Q13620	R-HSA-110314	Recognition of DNA damage by PCNA-containing replication complex
Q13620	R-HSA-5696394	DNA Damage Recognition in GG-NER
Q13620	R-HSA-5696395	Formation of Incision Complex in GG-NER
Q13620	R-HSA-5696400	Dual Incision in GG-NER
Q13620	R-HSA-6781823	Formation of TC-NER Pre-Incision Complex
Q13620	R-HSA-6781827	Transcription-Coupled Nucleotide Excision Repair (TC-NER)
Q13620	R-HSA-6782135	Dual incision in TC-NER
